date,question,ville,type,spécialité,résultat
2025-02-05 14:01:31,Est-ce que l'Hôpital Edouard-Herriot est bon en cas de problèmes auditifs ? ,Lyon,Public,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Lyon:
CH Lyon-Sud, Pierre-Bénite (69):Un hôpital de type Public situé à 6 km. Il possède une note de 18.39/20<br>
CHU - Hôpital Nord, Saint-Etienne (42):Un hôpital de type Public situé à 49 km. Il possède une note de 18.0/20<br>
Hôpital Edouard-Herriot, Lyon (69):Un hôpital de type Public situé à 0 km. Il possède une note de 17.61/20"
2025-02-05 14:01:52,Est-ce que l'Hôpital Edouard-Herriot est bon en cas de problèmes auditifs ? ,Lyon,Public,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Lyon:
CH Lyon-Sud, Pierre-Bénite (69):Un hôpital de type Public situé à 6 km. Il possède une note de 18.39/20<br>
CHU - Hôpital Nord, Saint-Etienne (42):Un hôpital de type Public situé à 49 km. Il possède une note de 18.0/20<br>
Hôpital Edouard-Herriot, Lyon (69):Un hôpital de type Public situé à 0 km. Il possède une note de 17.61/20"
2025-02-05 14:05:00,Je veux soigner mon AVC à Paris ? ,Paris,aucune correspondance,Accidents vasculaires cérébraux,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accidents vasculaires cérébraux dans un rayon de 50km autour de Paris:
Fondation Rothschild, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.56/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.16/20<br>
Hôpital Paris Saint-Joseph, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 17.65/20"
2025-02-05 14:05:09,Est-ce que l'Hôpital Edouard-Herriot est bon en cas de problèmes auditifs ? ,Lyon,Public,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Lyon:
CH Lyon-Sud, Pierre-Bénite (69):Un hôpital de type Public situé à 6 km. Il possède une note de 18.39/20<br>
CHU - Hôpital Nord, Saint-Etienne (42):Un hôpital de type Public situé à 49 km. Il possède une note de 18.0/20<br>
Hôpital Edouard-Herriot, Lyon (69):Un hôpital de type Public situé à 0 km. Il possède une note de 17.61/20"
2025-02-05 14:07:56,Je veux soigner mon audition à Lille,Lille,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Lille:
Hôpital privé La Louvière, Lille (59):Un hôpital de type Privé situé à 0 km. Il possède une note de 17.95/20<br>
Hôpital privé Le Bois, Lille (59):Un hôpital de type Privé situé à 0 km. Il possède une note de 17.56/20<br>
Polyclinique du Parc, Saint-Saulve (59):Un hôpital de type Privé situé à 45 km. Il possède une note de 17.41/20"
2025-02-05 14:09:28,Je veux soigner mon AVC à Paris ? ,Paris,aucune correspondance,Accidents vasculaires cérébraux,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accidents vasculaires cérébraux dans un rayon de 50km autour de Paris:
Fondation Rothschild, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.56/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.16/20<br>
Hôpital Paris Saint-Joseph, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 17.65/20"
2025-02-05 14:10:33,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
Hôpital Necker-Enfants-Malades, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.51/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.47/20<br>
Institut Arthur-Vernes, Paris (75):Un hôpital de type Privé situé à 2 km. Il possède une note de 18.43/20"
2025-02-05 14:12:41,Je veux soigner mon AVC à Paris ? ,Paris,aucune correspondance,Accidents vasculaires cérébraux,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accidents vasculaires cérébraux dans un rayon de 50km autour de Paris:
Fondation Rothschild, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.56/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.16/20<br>
Hôpital Paris Saint-Joseph, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 17.65/20"
2025-02-05 14:14:41,Je veux soigner mon audition à Madrid,ville étrangère,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 200km autour de ville étrangère:
Hôpital privé Clairval, Marseille (13):Un hôpital de type Privé situé à 50 km. Il possède une note de 17.81/20<br>
CHU - Hôpital Gui-de-Chauliac, Montpellier (34):Un hôpital de type Public situé à 175 km. Il possède une note de 17.8/20<br>
CHU, Nîmes (30):Un hôpital de type Public situé à 150 km. Il possède une note de 17.58/20"
2025-02-05 14:14:41,Je veux soigner mon audition à Madrid,ville étrangère,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 200km autour de ville étrangère:
Hôpital privé Clairval, Marseille (13):Un hôpital de type Privé situé à 50 km. Il possède une note de 17.81/20<br>
CHU - Hôpital Gui-de-Chauliac, Montpellier (34):Un hôpital de type Public situé à 175 km. Il possède une note de 17.8/20<br>
CHU, Nîmes (30):Un hôpital de type Public situé à 150 km. Il possède une note de 17.58/20"
2025-02-05 14:18:18,Je veux soigner mon audition à Madrid,Madrid,aucune correspondance,Audition,"Voici les 0 meilleurs hôpitaux pour la spécialité Audition dans un rayon de 200km autour de Madrid:<br>
"
2025-02-05 14:18:18,Je veux soigner mon audition à Madrid,Madrid,aucune correspondance,Audition,"Voici les 0 meilleurs hôpitaux pour la spécialité Audition dans un rayon de 200km autour de Madrid:<br>
"
2025-02-05 14:18:25,Je veux soigner mon audition à Madrid,ville étrangère,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 200km autour de ville étrangère:
Hôpital privé Clairval, Marseille (13):Un hôpital de type Privé situé à 49 km. Il possède une note de 17.81/20<br>
CHU - Hôpital Gui-de-Chauliac, Montpellier (34):Un hôpital de type Public situé à 175 km. Il possède une note de 17.8/20<br>
CHU, Nîmes (30):Un hôpital de type Public situé à 150 km. Il possède une note de 17.58/20"
2025-02-05 14:18:25,Je veux soigner mon audition à Madrid,ville étrangère,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 200km autour de ville étrangère:
Hôpital privé Clairval, Marseille (13):Un hôpital de type Privé situé à 49 km. Il possède une note de 17.81/20<br>
CHU - Hôpital Gui-de-Chauliac, Montpellier (34):Un hôpital de type Public situé à 175 km. Il possède une note de 17.8/20<br>
CHU, Nîmes (30):Un hôpital de type Public situé à 150 km. Il possède une note de 17.58/20"
2025-02-05 14:20:11,Je veux soigner mon AVC à Paris ? ,Paris,aucune correspondance,Accidents vasculaires cérébraux,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accidents vasculaires cérébraux dans un rayon de 50km autour de Paris:
Fondation Rothschild, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.56/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.16/20<br>
Hôpital Paris Saint-Joseph, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 17.65/20"
2025-02-05 14:35:51,Je veux soigner mon AVC à Paris ? ,Paris,aucune correspondance,Accidents vasculaires cérébraux,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accidents vasculaires cérébraux dans un rayon de 50km autour de Paris:
Fondation Rothschild, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.56/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.16/20<br>
Hôpital Paris Saint-Joseph, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 17.65/20"
2025-02-05 14:42:11,Je veux un hôpital pour un cancer du foie à Paris ? ,Paris,aucune correspondance,Cancer du foie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Cancer du foie dans un rayon de 50km autour de Paris:
Hôpital Paul-Brousse, Villejuif (94):Un hôpital de type Public situé à 8 km. Il possède une note de 18.7/20<br>
Hôpital Beaujon, Clichy (92):Un hôpital de type Public situé à 4 km. Il possède une note de 18.38/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 17.8/20"
2025-02-05 14:44:58,Je veux un hôpital pour un cancer du foie à Paris ? ,Paris,aucune correspondance,Cancer du foie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Cancer du foie dans un rayon de 50km autour de Paris:
Hôpital Paul-Brousse, Villejuif (94):Un hôpital de type Public situé à 8 km. Il possède une note de 18.7/20<br>
Hôpital Beaujon, Clichy (92):Un hôpital de type Public situé à 4 km. Il possède une note de 18.38/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 17.8/20"
2025-02-05 15:14:42,Je veux faire corriger mon strabisme dans un hôpital madrilène ,ville étrangère,Public,Strabisme,"Voici les 3 meilleurs hôpitaux pour la spécialité: Strabisme dans un rayon de 200km autour de ville étrangère:
Hôpital Nord, Marseille (13):Un hôpital de type Public situé à 49 km. Il possède une note de 18.1/20<br>
Hôpital Saint-Joseph, Marseille (13):Un hôpital de type Public situé à 49 km. Il possède une note de 16.77/20<br>
CHU - Hôpital Gui-de-Chauliac, Montpellier (34):Un hôpital de type Public situé à 175 km. Il possède une note de 16.17/20"
2025-02-05 15:14:42,Je veux faire corriger mon strabisme dans un hôpital madrilène ,ville étrangère,Public,Strabisme,"Voici les 3 meilleurs hôpitaux pour la spécialité: Strabisme dans un rayon de 200km autour de ville étrangère:
Hôpital Nord, Marseille (13):Un hôpital de type Public situé à 49 km. Il possède une note de 18.1/20<br>
Hôpital Saint-Joseph, Marseille (13):Un hôpital de type Public situé à 49 km. Il possède une note de 16.77/20<br>
CHU - Hôpital Gui-de-Chauliac, Montpellier (34):Un hôpital de type Public situé à 175 km. Il possède une note de 16.17/20"
2025-02-05 15:24:07,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ? ,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs hôpitaux pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-05 15:24:07,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ? ,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs hôpitaux pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-05 15:25:10,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ? ,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs hôpitaux pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-05 15:25:10,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ? ,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs hôpitaux pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-05 16:46:53,Je chercher un service de pneumologie à Paris ,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.7/20<br>
Hôpital Cochin, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.47/20<br>
Hôpital privé d’Antony, Antony (92):Un hôpital de type Privé situé à 11 km. Il possède une note de 18.42/20"
2025-02-05 16:56:14,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un hôpital de type Public situé à 61 km. Il possède une note de 18.69/20<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un hôpital de type Public situé à 0 km. Il possède une note de 18.11/20<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un hôpital de type Public situé à 50 km. Il possède une note de 17.87/20"
2025-02-05 16:56:14,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un hôpital de type Public situé à 61 km. Il possède une note de 18.69/20<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un hôpital de type Public situé à 0 km. Il possède une note de 18.11/20<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un hôpital de type Public situé à 50 km. Il possède une note de 17.87/20"
2025-02-05 17:15:41,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ? ,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs hôpitaux pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-05 17:15:41,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ? ,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs hôpitaux pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-05 17:18:30,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ? ,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs hôpitaux pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-05 17:18:30,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ? ,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs hôpitaux pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-05 18:11:44,Pneumologie Paris ? ,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.7/20<br>
Hôpital Cochin, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.47/20<br>
Hôpital privé d’Antony, Antony (92):Un hôpital de type Privé situé à 11 km. Il possède une note de 18.42/20"
2025-02-06 08:21:21,Je veux un hôpital pour une audition à Paris ? ,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
Hôpital Necker-Enfants-Malades, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.51/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.47/20<br>
Institut Arthur-Vernes, Paris (75):Un hôpital de type Privé situé à 0 km. Il possède une note de 18.43/20"
2025-02-06 08:53:34,Je veux un hôpital pour une audition à Paris ? ,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
Hôpital Necker-Enfants-Malades, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.51/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.47/20<br>
Institut Arthur-Vernes, Paris (75):Un hôpital de type Privé situé à 0 km. Il possède une note de 18.43/20"
2025-02-06 08:58:27,Je veux un hôpital pour une audition à Paris ? ,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
Hôpital Necker-Enfants-Malades, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.51/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.47/20<br>
Institut Arthur-Vernes, Paris (75):Un hôpital de type Privé situé à 0 km. Il possède une note de 18.43/20"
2025-02-06 09:01:00,Je veux un hôpital pour une audition à Paris ? ,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
Hôpital Necker-Enfants-Malades, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.51/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.47/20<br>
Institut Arthur-Vernes, Paris (75):Un hôpital de type Privé situé à 0 km. Il possède une note de 18.43/20"
2025-02-06 09:03:44,Je veux un hôpital pour une audition à Paris ? ,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
Hôpital Necker-Enfants-Malades, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.51/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.47/20<br>
Institut Arthur-Vernes, Paris (75):Un hôpital de type Privé situé à 0 km. Il possède une note de 18.43/20"
2025-02-06 09:04:11,Je veux un hôpital pour une audition à Paris ? ,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
Hôpital Necker-Enfants-Malades, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.51/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.47/20<br>
Institut Arthur-Vernes, Paris (75):Un hôpital de type Privé situé à 0 km. Il possède une note de 18.43/20"
2025-02-06 11:05:13,Je veux un hôpital pour soigner mon audition à Paris ? ,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
Hôpital Necker-Enfants-Malades, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.51/20<br>
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.47/20<br>
Institut Arthur-Vernes, Paris (75):Un hôpital de type Privé situé à 0 km. Il possède une note de 18.43/20"
2025-02-06 12:10:24,Je chercher un service de pneumologie à Paris  ,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.7/20<br>
Hôpital Cochin, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.47/20<br>
Hôpital privé d’Antony, Antony (92):Un hôpital de type Privé situé à 11 km. Il possède une note de 18.42/20"
2025-02-06 12:14:58,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un hôpital de type Public situé à 61 km. Il possède une note de 18.69/20<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un hôpital de type Public situé à 0 km. Il possède une note de 18.11/20<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un hôpital de type Public situé à 50 km. Il possède une note de 17.87/20"
2025-02-06 12:14:58,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un hôpital de type Public situé à 61 km. Il possède une note de 18.69/20<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un hôpital de type Public situé à 0 km. Il possède une note de 18.11/20<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un hôpital de type Public situé à 50 km. Il possède une note de 17.87/20"
2025-02-06 12:20:05,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un hôpital de type Public situé à 61 km. Il possède une note de 18.69/20<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un hôpital de type Public situé à 0 km. Il possède une note de 18.11/20<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un hôpital de type Public situé à 50 km. Il possède une note de 17.87/20"
2025-02-06 12:20:05,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un hôpital de type Public situé à 61 km. Il possède une note de 18.69/20<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un hôpital de type Public situé à 0 km. Il possède une note de 18.11/20<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un hôpital de type Public situé à 50 km. Il possède une note de 17.87/20"
2025-02-06 12:27:40,Je veux faire corriger mon strabisme dans un hôpital madrilène,ville étrangère,Public,Strabisme,"Voici les 3 meilleurs hôpitaux pour la spécialité: Strabisme dans un rayon de 200km autour de ville étrangère:
Hôpital Nord, Marseille (13):Un hôpital de type Public situé à 50 km. Il possède une note de 18.1/20<br>
Hôpital Saint-Joseph, Marseille (13):Un hôpital de type Public situé à 50 km. Il possède une note de 16.77/20<br>
CHU - Hôpital Gui-de-Chauliac, Montpellier (34):Un hôpital de type Public situé à 175 km. Il possède une note de 16.17/20"
2025-02-06 12:27:40,Je veux faire corriger mon strabisme dans un hôpital madrilène,ville étrangère,Public,Strabisme,"Voici les 3 meilleurs hôpitaux pour la spécialité: Strabisme dans un rayon de 200km autour de ville étrangère:
Hôpital Nord, Marseille (13):Un hôpital de type Public situé à 50 km. Il possède une note de 18.1/20<br>
Hôpital Saint-Joseph, Marseille (13):Un hôpital de type Public situé à 50 km. Il possède une note de 16.77/20<br>
CHU - Hôpital Gui-de-Chauliac, Montpellier (34):Un hôpital de type Public situé à 175 km. Il possède une note de 16.17/20"
2025-02-06 12:32:58,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs hôpitaux pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-06 12:32:58,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs hôpitaux pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-06 14:39:24,Je chercher un service de pneumologie à Paris ,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.7/20<br>
Hôpital Cochin, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 18.47/20<br>
Hôpital privé d’Antony, Antony (92):Un hôpital de type Privé situé à 11 km. Il possède une note de 18.42/20"
2025-02-06 14:47:27,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un hôpital de type Public situé à 61 km. Il possède une note de 18.69/20<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un hôpital de type Public situé à 0 km. Il possède une note de 18.11/20<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un hôpital de type Public situé à 50 km. Il possède une note de 17.87/20"
2025-02-06 14:47:27,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un hôpital de type Public situé à 61 km. Il possède une note de 18.69/20<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un hôpital de type Public situé à 0 km. Il possède une note de 18.11/20<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un hôpital de type Public situé à 50 km. Il possède une note de 17.87/20"
2025-02-06 14:48:16,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un hôpital de type Public situé à 61 km. Il possède une note de 18.69/20<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un hôpital de type Public situé à 0 km. Il possède une note de 18.11/20<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un hôpital de type Public situé à 50 km. Il possède une note de 17.87/20"
2025-02-06 14:48:16,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un hôpital de type Public situé à 61 km. Il possède une note de 18.69/20<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un hôpital de type Public situé à 0 km. Il possède une note de 18.11/20<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un hôpital de type Public situé à 50 km. Il possède une note de 17.87/20"
2025-02-07 11:39:56, Conseille moi un hôpital à Marseille,Marseille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs hôpitaux pour la spécialité: aucune correspondance dans un rayon de 50km autour de Marseille:
Hôpital privé de Provence, Aix-en-Provence (13):Un hôpital de type Privé situé à 26 km. Il possède une note de 124.0/20<br>
Hôpital de la Timone (adultes), Marseille (13):Un hôpital de type Public situé à 0 km. Il possède une note de 113.0/20<br>
Hôpital Saint-Joseph, Marseille (13):Un hôpital de type Public situé à 0 km. Il possède une note de 108.0/20"
2025-02-07 11:45:55, Conseille moi un hôpital à Marseille,Marseille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs hôpitaux pour la spécialité: aucune correspondance dans un rayon de 50km autour de Marseille:
Hôpital privé de Provence, Aix-en-Provence (13):Un hôpital de type Privé situé à 26 km. Il possède une note de 124.0/20<br>
Hôpital de la Timone (adultes), Marseille (13):Un hôpital de type Public situé à 0 km. Il possède une note de 113.0/20<br>
Hôpital Saint-Joseph, Marseille (13):Un hôpital de type Public situé à 0 km. Il possède une note de 108.0/20"
2025-02-07 11:48:45, Quel est le meilleur hôpital de Paris,Paris,Public,aucune correspondance,"Voici les 3 meilleurs hôpitaux pour la spécialité: aucune correspondance dans un rayon de 50km autour de Paris:
Hôpital de la Pitié-Salpêtrière, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 255.0/20<br>
Hôpital Paris Saint-Joseph, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 217.0/20<br>
Hôpital Cochin, Paris (75):Un hôpital de type Public situé à 0 km. Il possède une note de 124.0/20"
